hs12	103587273	103766719	hs10	101061989	101068131	color=positive
hs17	7173431	7179564	hs16	28499362	28512051	color=positive
hs17	7173431	7179564	hs19	4229523	4237528	color=positive
hs3	52495338	52524495	hs1	235975830	236065109	color=positive
hs12	459939	563509	hs18	31447741	31478702	color=positive
hs12	103587273	103766719	hs9	92412380	92424471	color=positive
hs2	21001429	21044073	hs1	55039447	55064852	color=negative
hs2	21001429	21044073	hs16	14672548	14694308	color=positive
hs17	7173431	7179564	hs11	71998613	72007315	color=positive
hs19	48748011	48755390	hs13	57631744	57729311	color=positive
hs12	103587273	103766719	hs15	51681492	51721026	color=positive
hs3	52495338	52524495	hs3	157436850	157443633	color=positive
hs3	52495338	52524495	hs20	25195693	25228075	color=positive
hs6	160702238	160754097	hs4	76001275	76007509	color=negative
hs12	101745499	101830959	hs9	97029677	97156556	color=positive
hs12	459939	563509	hs19	43460787	43465608	color=positive
hs17	7173431	7179564	hs5	148025683	148137382	color=positive
hs18	23506184	23586506	hs9	87724051	87731469	color=positive
hs15	40844018	40858207	hs6	31115087	31120446	color=negative
hs3	52495338	52524495	hs19	19211958	19252233	color=positive
hs17	7173431	7179564	hs19	43646095	43670547	color=positive
hs17	7173431	7179564	hs15	98648539	98964530	color=positive
hs17	16929816	16972118	hs1	157745733	157777132	color=positive
hs3	52495338	52524495	hs2	20200797	20225433	color=positive
hs12	124776856	124882668	hs2	102187006	102240002	color=negative
hs17	69078702	69141895	hs5	127290796	127465737	color=positive
hs17	7173431	7179564	hs6	30876421	30900156	color=positive
hs12	101745499	101830959	hs8	11842524	11869533	color=positive
hs12	103587273	103766719	hs5	54977867	55022671	color=positive
hs17	7173431	7179564	hs3	105366909	105576900	color=positive
hs3	98732236	98821201	hs19	18391137	18397622	color=negative
hs8	38996754	39105445	hsX	18989307	19122637	color=negative
hs17	7173431	7179564	hs17	44345246	44353106	color=positive
hs3	52495338	52524495	hs11	112961247	113278436	color=positive
hs17	7173431	7179564	hs1	100719742	100739045	color=positive
hs3	52495338	52524495	hs12	57128483	57213361	color=positive
hs17	7173431	7179564	hs15	40844018	40858207	color=positive
hs5	76403285	76708132	hs18	27932879	28177946	color=positive
hs17	7173431	7179564	hs19	51410020	51417803	color=positive
hs20	50586108	50691542	hs5	140332843	140346603	color=negative
hs10	100042193	100081869	hs16	28499362	28512051	color=negative
hs10	100042193	100081869	hs19	4229523	4237528	color=negative
hs2	21001429	21044073	hs16	55802851	55833337	color=positive
hs17	44345246	44353106	hs19	48637946	48646187	color=negative
hs17	7173431	7179564	hs17	63928738	63932336	color=positive
hs6	159969082	160113507	hs7	28995235	29195451	color=positive
hs17	16929816	16972118	hs19	35319261	35347361	color=positive
hs3	52495338	52524495	hs10	47322454	47327588	color=positive
hs17	7173431	7179564	hs18	31447741	31478702	color=positive
hs6	51615299	52087613	hs2	114442299	115845780	color=positive
hs2	112736349	112764664	hs5	55102646	55110252	color=positive
hs17	7173431	7179564	hs1	11189355	11195981	color=positive
hs12	103587273	103766719	hs14	53949736	53958761	color=positive
hs10	71816298	71851251	hs17	44345246	44353106	color=positive
hs17	7173431	7179564	hs3	2098813	3057959	color=positive
hs17	16929816	16972118	hs1	207453024	207489895	color=positive
hs17	16929816	16972118	hs22	41922032	41926806	color=positive
hsX	120625674	120630054	hs2	165747588	165794659	color=negative
hs9	76419850	76651203	hs12	108621895	108633894	color=positive
hs3	50267558	50277546	hs3	51983340	51989197	color=negative
hs3	52495338	52524495	hs18	596988	650334	color=positive
hs12	103587273	103766719	hs22	26169462	26383597	color=positive
hs12	7470811	7503893	hs6	159669069	159762529	color=positive
hs6	160702238	160754097	hs12	52514575	52520530	color=negative
hs17	7173431	7179564	hs1	207880972	207911402	color=positive
hs3	50088919	50119021	hs3	51968510	51983409	color=negative
hs17	7173431	7179564	hs8	21690398	21812357	color=positive
hs17	7173431	7179564	hs17	80466834	80477843	color=positive
hs17	7173431	7179564	hs14	53949736	53958761	color=positive
hs16	67939750	67944131	hs1	209686178	209734949	color=negative
hs10	71816298	71851251	hs8	11842524	11869533	color=positive
hs11	1752752	1764573	hs2	159768628	159798255	color=negative
hs17	7173431	7179564	hsX	1336616	1382689	color=positive
hs3	52495338	52524495	hs5	136975298	137598379	color=positive
hs17	7173431	7179564	hs1	169722640	169764705	color=positive
hs3	52495338	52524495	hs17	50834650	50842353	color=positive
hs3	52495338	52524495	hsX	15494566	15607236	color=positive
hs17	7173431	7179564	hs6	137197483	137219449	color=positive
hs19	48748011	48755390	hs17	64319415	64413776	color=positive
hs19	3538261	3574290	hs6	14117256	14136918	color=positive
hs17	30316333	30334059	hs1	167052836	167166479	color=negative
hs22	28687743	28742422	hs19	49474207	49486231	color=negative
hs18	23506184	23586506	hs6	46704201	46735693	color=positive
hs17	79022814	79049788	hs13	110148963	110307157	color=negative
hs17	7173431	7179564	hs19	54874235	54891420	color=positive
hs17	30316333	30334059	hs2	47345158	47387601	color=negative
hs17	7173431	7179564	hs1	156893698	156916429	color=positive
hs12	57693841	57728342	hs3	172505508	172523475	color=positive
hs17	7173431	7179564	hs9	127815013	127854658	color=positive
hs12	101745499	101830959	hs7	28995235	29195451	color=positive
hs3	52495338	52524495	hs18	74534500	74587212	color=positive
hs3	172505508	172523475	hs13	42562736	42608013	color=negative
hs12	103587273	103766719	hs3	127629185	127672802	color=positive
hs19	48748011	48755390	hsX	1336616	1382689	color=positive
hs1	55039447	55064852	hs6	46704201	46735693	color=negative
hs12	103587273	103766719	hs19	35867899	35879792	color=positive
hs12	103587273	103766719	hs18	596988	650334	color=positive
hs19	3538261	3574290	hs9	87724051	87731469	color=positive
hs11	117204337	117232525	hs17	7173431	7179564	color=negative
hs4	105145875	105279816	hs13	28003274	28100592	color=positive
hs17	7173431	7179564	hs16	29871159	29899550	color=positive
hs12	103587273	103766719	hs12	5948877	6124770	color=positive
hs13	113820549	113864076	hs19	41219223	41261766	color=positive
hs2	17663812	17800242	hs4	73431138	73456174	color=negative
hs16	67939750	67944131	hs20	33273480	33309871	color=negative
hs2	226835581	226999215	hs17	63928738	63932336	color=negative
hs9	137230757	137236555	hs12	4368227	4379712	color=negative
hs6	31857659	31862905	hs2	161992245	162074394	color=positive
hs1	62597520	62606313	hs10	33177492	33336262	color=positive
hs12	101745499	101830959	hsX	149476988	149521096	color=positive
hs12	103587273	103766719	hs3	52794768	52809009	color=positive
hs6	160702238	160754097	hs3	112596797	112649530	color=negative
hs17	7173431	7179564	hs1	155050566	155062775	color=positive
hs17	7173431	7179564	hs19	51055626	51065114	color=positive
hs19	11089462	11133820	hs1	55039447	55064852	color=positive
hs20	3686970	3712600	hs17	81035122	81117434	color=positive
hs12	103587273	103766719	hs17	50184101	50201632	color=positive
hs12	7470811	7503893	hs11	72216601	72221950	color=positive
hs17	7173431	7179564	hs1	175315194	175743616	color=positive
hs20	3686970	3712600	hs12	55725323	55729707	color=positive
hs6	160702238	160754097	hs6	127118671	127199481	color=negative
hs4	154583128	154590745	hs2	20200797	20225433	color=positive
hs6	159969082	160113507	hs1	150730079	150765957	color=positive
hs12	459939	563509	hs19	18782773	18791305	color=positive
hs1	22635077	22639678	hs2	74529596	74533350	color=negative
hs3	52495338	52524495	hs8	6499632	6563409	color=negative
hs17	16929816	16972118	hs1	157794403	157820120	color=positive
hs17	7173431	7179564	hs12	54395261	54419266	color=positive
hs2	162170684	162245151	hs11	10305073	10307397	color=positive
hs17	7173431	7179564	hs11	122838500	122872643	color=positive
hs17	7173431	7179564	hs1	172659103	172666876	color=positive
hs17	7173431	7179564	hs1	157794403	157820120	color=positive
hs17	7173431	7179564	hs13	28003274	28100592	color=positive
hs17	7173431	7179564	hs17	64319415	64413776	color=positive
hs12	459939	563509	hs12	65050626	65121305	color=positive
hs17	7173431	7179564	hs18	7566782	8406861	color=positive
hs17	7173431	7179564	hs3	113211003	113287459	color=positive
hs1	152302165	152325239	hs19	50996007	51002711	color=positive
hs3	52495338	52524495	hs20	44714844	44728509	color=positive
hs17	7173431	7179564	hs1	203494153	203508949	color=positive
hs3	5187646	5219958	hs4	155921580	155953912	color=negative
hs8	143612618	143618048	hs7	142941114	142962363	color=negative
hs3	155024124	155183704	hs9	127815013	127854658	color=negative
hs19	42924132	42937207	hs19	41549518	41586844	color=positive
hs16	1984193	1987749	hs12	120443964	120446384	color=negative
hs17	7173431	7179564	hs2	111898607	112029561	color=positive
hs22	43166622	43187134	hs19	14514769	14560391	color=negative
hs12	111405923	111451623	hs9	76419850	76651203	color=positive
hs17	7173431	7179564	hs3	196763	409417	color=positive
hs20	44355699	44432845	hsX	129738949	129769536	color=negative
hs17	68867289	68955392	hs4	39406930	39451533	color=negative
hs17	7173431	7179564	hs5	127290796	127465737	color=positive
hs17	7173431	7179564	hs15	74409289	74433958	color=positive
hs3	129060779	129062406	hs17	4932277	4935023	color=negative
hs17	7173431	7179564	hs10	133262420	133276868	color=positive
hs6	32628179	32647062	hs6	31494881	31511124	color=positive
hs6	32628179	32647062	hs6	31399784	31415315	color=positive
hs9	104781006	104928155	hs20	33273480	33309871	color=negative
hs17	42900797	42914438	hs12	56076799	56103505	color=positive
hs12	57693841	57728342	hs1	209686178	209734949	color=positive
hs5	76403285	76708132	hs3	98795941	98901695	color=positive
hs5	180300698	180353336	hs2	186590010	186680901	color=positive
hs2	112736349	112764664	hs11	102789401	102798160	color=positive
hs11	76349898	76381132	hs16	66961245	66975149	color=negative
hs6	26198784	26199293	hs12	57128483	57213361	color=positive
hs1	152302165	152325239	hs19	38789200	38791754	color=positive
hs1	152302165	152325239	hs19	38770968	38773517	color=positive
hs3	52495338	52524495	hs12	91140484	91183217	color=positive
hs12	111405923	111451623	hs19	54906148	54916140	color=positive
hs17	7173431	7179564	hs7	23235967	23275108	color=positive
hs12	101745499	101830959	hs15	78921058	78949574	color=positive
hs9	104781006	104928155	hs20	45898621	45912155	color=negative
hs12	6375045	6391571	hs6	31572054	31574324	color=positive
hs17	7173431	7179564	hs11	125955796	126063335	color=positive
hs17	7173431	7179564	hs2	20200797	20225433	color=positive
hs3	52495338	52524495	hs1	55039447	55064852	color=positive
hs20	2481817	2524702	hs19	42866464	42879822	color=positive
hs17	7173431	7179564	hs22	24219654	24245108	color=positive
hs22	37118666	37175118	hs4	141636583	141733987	color=positive
hs19	48748011	48755390	hs9	127815013	127854658	color=positive
hs8	133454848	133571940	hs3	112596797	112649530	color=negative
hs17	7173431	7179564	hs1	15438442	15449242	color=positive
hs17	16929816	16972118	hs13	108251240	108308484	color=positive
hs6	159969082	160113507	hs14	92703807	92748679	color=positive
hs2	21001429	21044073	hs4	155921580	155953912	color=positive
hs6	27893425	27893891	hs4	3503612	3532446	color=positive
hs9	4984390	5129948	hs7	100720468	100723700	color=positive
hs12	101745499	101830959	hs6	159969082	160113507	color=positive
hs3	52495338	52524495	hs12	5948877	6124770	color=positive
hs17	7173431	7179564	hs4	15703065	15738313	color=positive
hs17	7173431	7179564	hs22	17178790	17258235	color=positive
hs19	57389850	57402992	hs20	1561385	1620061	color=positive
hs2	21001429	21044073	hs1	209686178	209734949	color=positive
hs17	7173431	7179564	hs3	45082277	45146422	color=positive
hs15	72199029	72231819	hs15	73683966	73714514	color=negative
hs15	50702266	50765948	hs12	8455962	8478330	color=negative
hs17	7173431	7179564	hs19	55488404	55519099	color=positive
hs5	172042079	172188224	hs5	140332843	140346603	color=negative
hs3	52495338	52524495	hs16	28499362	28512051	color=positive
hs3	52495338	52524495	hs19	4229523	4237528	color=positive
hs17	7173431	7179564	hs11	74696429	74731426	color=positive
hs17	7173431	7179564	hs11	20669551	21575686	color=positive
hs3	52495338	52524495	hs7	137227341	137343774	color=positive
hs1	25800193	25818221	hs5	127290796	127465737	color=negative
hs20	35172072	35216240	hs2	127418427	127429242	color=positive
hs7	55019017	55211628	hs4	74445136	74455005	color=positive
hs3	172505508	172523475	hs8	23102921	23117445	color=positive
hs19	12884422	12887201	hs8	85373436	85449040	color=positive
hs17	7173431	7179564	hs11	72189558	72196323	color=positive
hs5	150485818	150558211	hs2	20200797	20225433	color=positive
hs7	93424486	93574730	hs11	14966668	14972351	color=positive
hs3	194339768	194351328	hs16	28499362	28512051	color=negative
hs3	194339768	194351328	hs19	4229523	4237528	color=negative
hs1	55039447	55064852	hs4	15935577	15938740	color=negative
hs16	370788	387113	hs12	40692439	41072415	color=negative
hs17	7173431	7179564	hs6	37630679	37699306	color=positive
hs4	105145875	105279816	hs12	7729383	7751605	color=positive
hs12	89519408	89526262	hs15	44288719	44415758	color=negative
hs12	103587273	103766719	hs3	187217282	187291980	color=positive
hs21	46098112	46132848	hs2	237324003	237414328	color=negative
hs6	159969082	160113507	hs11	6612768	6619448	color=positive
hs4	39406930	39451533	hs11	69698238	69704022	color=positive
hs10	133262420	133276868	hs12	10158301	10172138	color=negative
hs17	7173431	7179564	hs8	94127162	94217303	color=positive
hs12	103587273	103766719	hs6	7726099	7881728	color=positive
hs3	98732236	98821201	hs17	64449037	64468643	color=negative
hs16	31259967	31332892	hs15	98648539	98964530	color=negative
hs7	38722974	38932394	hs19	50906351	50911395	color=positive
hs17	16929816	16972118	hs3	3066324	3126613	color=negative
hs11	89324353	89498187	hs2	111898607	112029561	color=negative
hs5	156919292	156963226	hs7	16859412	16881987	color=positive
hs5	177600132	177610330	hs5	83471618	83582303	color=positive
hs19	11089462	11133820	hs6	46704201	46735693	color=positive
hs3	52495338	52524495	hs6	31639028	31652705	color=positive
hs8	38996754	39105445	hs1	1211326	1214153	color=negative
hs1	62597520	62606313	hs15	88898683	88913468	color=negative
hs9	76419850	76651203	hs8	23102921	23117445	color=positive
hs20	45898621	45912155	hs12	88492793	88580851	color=positive
hs17	7173431	7179564	hs22	24181487	24189106	color=positive
hs17	7173431	7179564	hs3	78597239	79767998	color=positive
hs4	6575189	6623362	hs1	23845077	23868290	color=positive
hs12	111405923	111451623	hs1	160830160	160862887	color=positive
hs10	73007217	73096974	hs1	22635077	22639678	color=positive
hs17	7173431	7179564	hs19	10271093	10286615	color=positive
hs13	28300346	28495145	hs14	74941834	74955626	color=positive
hs17	7173431	7179564	hs15	89784895	89815401	color=positive
hs6	28324693	28356271	hs4	3503612	3532446	color=positive
hs19	48748011	48755390	hs12	10069554	10111627	color=positive
hsX	46573765	46598496	hs17	7548508	7557890	color=negative
hs12	89519412	89524796	hs15	44288719	44415758	color=negative
hs6	116877212	116932161	hs6	33794673	33804003	color=negative
hs17	7173431	7179564	hs5	38845858	38945596	color=positive
hs17	7173431	7179564	hsX	18989307	19122637	color=positive
hs9	104781006	104928155	hs6	31652416	31658210	color=negative
hs1	21822244	21937310	hs1	31576485	31587686	color=positive
hs17	69078702	69141895	hs8	42374063	42377229	color=positive
hs16	370788	387113	hs21	20998409	21543329	color=negative
hs7	151232483	151240979	hs9	116153791	116402321	color=positive
hs6	146543833	146554953	hs9	87724051	87731469	color=negative
hs6	31546870	31558829	hs12	57128483	57213361	color=positive
hs6	3231403	3303373	hs7	1567332	1571005	color=negative
hs17	7173431	7179564	hs2	241849884	241858894	color=positive
hs15	65194760	65211473	hs1	171635417	171652688	color=negative
hs17	7173431	7179564	hsX	1268800	1310381	color=positive
hs5	173314723	173328447	hs19	18572220	18607741	color=negative
hs15	66702236	66782849	hs1	175315194	175743616	color=positive
hs16	16149565	16223522	hs3	105366909	105576900	color=positive
hs6	33416442	33418317	hs6	32041153	32115334	color=positive
hs3	52316319	52400492	hs3	155024124	155183704	color=positive
hs17	7173431	7179564	hs16	66366622	66404784	color=positive
hs1	157830911	157898256	hs5	156919292	156963226	color=positive
hs17	7173431	7179564	hs10	47322454	47327588	color=positive
hs17	7173431	7179564	hs7	100367530	100400096	color=positive
hs7	80369575	80679277	hs9	27109141	27230174	color=negative
hs1	23019443	23083689	hs20	24949269	24959928	color=positive
hs19	36139953	36150353	hs12	57604622	57609804	color=negative
hs2	112736349	112764664	hs4	76033682	76041415	color=positive
hs17	39671122	39696797	hs11	112961247	113278436	color=positive
hs17	68867289	68955392	hs1	157745733	157777132	color=positive
hs12	101745499	101830959	hs1	23845077	23868290	color=positive
hs17	7173431	7179564	hs21	42346357	42350997	color=positive
hs7	80369575	80679277	hs17	43847148	43863639	color=positive
hs3	52495338	52524495	hs1	175315194	175743616	color=positive
hs3	57571363	57598220	hs22	49918167	49927540	color=positive
hs12	459939	563509	hs6	30876421	30900156	color=positive
hs11	21782659	22283567	hs22	35606764	35637951	color=positive
hs17	7173431	7179564	hs1	161623196	161631963	color=positive
hs3	52495338	52524495	hs20	45898621	45912155	color=positive
hs17	79022814	79049788	hs21	45405165	45513720	color=negative
hs17	7173431	7179564	hs1	160485030	160523262	color=positive
hs9	104781006	104928155	hs11	68683779	68691175	color=negative
hs7	80369575	80679277	hs12	10069554	10111627	color=negative
hs19	43646095	43670547	hs10	73909177	73917496	color=negative
hs11	125591712	125625215	hs16	1770320	1771561	color=negative
hs3	52495338	52524495	hs6	137197483	137219449	color=positive
hs17	7173431	7179564	hs14	74498183	74612378	color=positive
hs19	12317477	12333720	hs1	19975431	19980416	color=negative
hs17	69078702	69141895	hs16	57358783	57366189	color=positive
hs1	150646230	150697154	hs17	7548508	7557890	color=negative
