hs2	79120362	79123409	1
hs20	1561385	1620061	1
hs11	71998613	72007315	1
hs11	35431823	35530300	1
hs1	147629652	147670524	1
hs1	63774017	64181498	1
hs8	38163335	38176730	1
hs11	119415476	119424985	1
hs5	151661096	151686975	1
hs1	109309568	109397918	1
hs2	142877657	143055833	1
hs7	124743885	124765792	1
hs20	33273480	33309871	1
hs17	75941507	75979177	1
hs5	35852695	35879603	1
hs11	6612768	6619448	1
hs10	14819245	14838575	1
hs13	28300346	28495145	1
hs1	156641390	156659532	1
hs19	38878555	38899862	1
hs1	11691710	11725857	1
hs4	15778275	15853232	1
hs1	58776845	58784048	1
hs5	138252380	138274621	1
hs19	42580243	42595055	1
hs5	135570679	135579279	1
hs19	5842888	5851471	1
hs1	155289293	155301438	1
hs1	7915871	7943165	1
hs18	63476958	63505085	1
hs19	38770968	38773517	1
hs1	9943428	9985501	1
hs19	38244035	38292615	1
hs7	29920104	29990289	1
hs1	42162690	42164745	1
hs3	100260992	100325251	1
hs3	159988835	159996019	1
hs17	19737984	19748943	1
hs16	68737292	68835537	1
hs19	38789200	38791754	1
hs14	102922663	102933596	1
hs1	21217247	21345572	1
hs9	136975092	136981742	1
hs13	110712736	110723339	1
hs11	66345374	66347629	1
hs6	87085498	87095106	1
hs7	497258	520296	1
hs19	1177558	1228431	1
hs10	12165330	12196144	1
hs22	37830855	37849327	1
hs12	117208142	117452170	1
hs9	115019575	115118257	1
hs4	168092537	168187736	1
hs22	32801705	32863041	1
hs20	50510321	50585241	1
hsX	154010506	154019902	1
hs6	31815543	31817946	1
hs19	12825478	12835428	1
hs9	128340527	128361470	1
hs4	1289887	1340147	1
hs8	81280536	81284777	1
hs19	39731255	39738029	1
hs4	74036589	74038807	1
hs5	10249929	10266389	1
hs9	99979185	100099052	1
hs11	111540280	111561745	1
hs6	31639028	31652705	1
hs20	63696652	63698684	1
hs4	76001275	76007509	1
hs13	80335976	80341126	1
hs6	52896639	52909698	1
hs7	151341772	151378449	1
hs19	19211958	19252233	1
hs3	186635969	186653141	1
hs5	177483394	177497606	1
hs20	58651253	58679526	1
hs11	60971680	61020377	1
hs16	57610652	57665580	1
hs14	24136163	24138967	1
hs8	37762595	37779768	1
hs5	31193686	31329146	1
hs20	1894167	1940592	1
hs1	205828025	205850132	1
hs5	157026742	157069396	1
hs15	50424380	50514421	1
hs2	20200797	20225433	1
hs8	23841929	23854806	1
hs19	840999	848175	1
hs4	3503612	3532446	1
hs1	175315194	175743616	1
hs1	160485030	160523262	1
hs12	53191323	53207282	1
hsX	48890197	48903402	1
hs9	32455302	32526208	1
hs6	22287244	22302826	1
hs1	89106132	89150456	1
hs3	148791102	148860187	1
hs11	124752583	124762290	1
hs10	68988803	69043544	1
hs19	50723364	50725708	1
hs6	31575565	31578336	1
hs5	83077498	83353787	1
hs16	71358713	71390436	1
hs15	89784895	89815401	1
hs19	43646095	43670547	1
hs9	33104082	33167356	1
hs5	1801407	1816048	1
hs1	155255979	155262430	1
hs21	33903453	33915814	1
hs9	76419850	76651203	1
hs15	73683966	73714514	1
hs19	51225064	51243860	1
hs1	2555639	2565382	1
hs3	112596797	112649530	1
hs18	27932879	28177946	1
hs16	75218988	75226338	1
hs1	226360210	226408154	1
hs12	10158301	10172138	1
hs10	6427143	6580301	1
hs2	223596940	223602361	1
hs16	88638572	88640468	1
hs2	161136908	161236230	1
hs15	40844018	40858207	1
hs10	32887273	33005792	1
hs6	7726099	7881728	1
hs22	35380361	35394214	1
hs4	986997	1004564	1
hs2	111119378	111168445	1
hs11	112961247	113278436	1
hs6	13574227	13615158	1
hsX	1268800	1310381	1
hs16	2712419	2720551	1
hs22	17178790	17258235	1
hs11	125955796	126063335	1
hs11	10305073	10307397	1
hs19	49015980	49017091	1
hs11	72189558	72196323	1
hs18	31058840	31102522	1
hs19	18782773	18791305	1
hs22	39901084	39973721	1
hs4	54229280	54298245	1
hs4	76011184	76114048	1
hs8	90001405	90053633	1
hs3	183122215	183163839	1
hs8	133454848	133571940	1
hs19	54249421	54257301	1
hs7	95359872	95396375	1
hs19	54906148	54916140	1
hs22	24219654	24245108	1
hs6	112107931	112254939	1
hs12	5948877	6124770	1
hs17	45894527	46028334	1
hs10	119167720	119178812	1
hs2	135905881	135986100	1
hs2	74361154	74392087	1
hs18	31498177	31549008	1
hs17	7306999	7312463	1
hs8	94127162	94217303	1
hs5	136028988	136063818	1
hs17	79022814	79049788	1
hs19	17402939	17405630	1
hs12	6913745	6923698	1
hs3	139452884	139480747	1
hs16	88809339	88811937	1
hs16	57404767	57416063	1
hs9	36214441	36277042	1
hs1	209686178	209734949	1
hs10	97865000	98030828	1
hs8	81458253	81461579	1
hs11	72223701	72239147	1
hs5	160187367	160238735	1
hs12	47075707	47079959	1
hs1	160830160	160862887	1
hs8	16107878	16567490	1
hs8	63014881	63039407	1
hsX	1336616	1382689	1
hs11	14504874	14643635	1
hs18	32185069	32220404	1
hsX	47582408	47586789	1
hs15	81159575	81314058	1
hs1	178849535	178871077	1
hs17	43940804	43942476	1
hs1	155127876	155134899	1
hs15	45023147	45077185	1
hs1	155063737	155069553	1
hs7	100720468	100723700	1
hs1	85318481	85578363	1
hs17	39063313	39154394	1
hs11	73376399	73397474	1
hs6	136557046	136793097	1
hs19	38801671	38812945	1
hs8	7894677	7896716	1
hs1	28329002	28335965	1
hs1	174159410	174995308	1
hs17	44345246	44353106	1
hs13	20702127	20723098	1
hs7	143288215	143307696	1
hs22	50622754	50628173	1
hs11	120336413	120489937	1
hs20	45123425	45124465	1
hs20	62804835	62814000	1
hs10	50182778	50279720	1
hs17	36103827	36105621	1
hs19	48755524	48758333	1
hs1	22001657	22012542	1
hs9	125200542	125234161	1
hs19	44809071	44821421	1
hs2	179101678	179264832	1
hs2	102311529	102398777	1
hs19	41549518	41586844	1
hsX	147911919	147951125	1
hs1	150730079	150765957	1
hs12	2794970	2805423	1
hs3	196012511	196082153	1
hs9	128832942	128882494	1
hs11	64185272	64204543	1
hs19	41796587	41811554	1
hs12	57128483	57213361	1
hs14	20455191	20457772	1
hs6	157700387	157945077	1
hs1	157513377	157552515	1
hs12	6786858	6820799	1
hs12	5432108	5521536	1
hs8	66176376	66178464	1
hs2	182833275	182866637	1
hs3	50155045	50189075	1
hs11	119102198	119118544	1
hs1	204828651	205022822	1
hs19	51142299	51153526	1
hs1	24119771	24143140	1
hs2	86784610	86808396	1
hs16	29871159	29899550	1
hs18	316737	500722	1
hs6	43076307	43161719	1
hs11	128686535	128813267	1
hs21	42311667	42315409	1
hs6	32439878	32445046	1
hs22	37118666	37175118	1
hsX	139530739	139563459	1
hs19	5805067	5828324	1
hs4	7058895	7068064	1
hs12	7470811	7503893	1
hs6	109366514	109382467	1
hs4	73995642	73998677	1
hs2	229357629	229714555	1
hs1	109279556	109283186	1
hs1	1211326	1214153	1
hs9	133205277	133209250	1
hs19	54816468	54830778	1
hs4	121667946	121696995	1
hs16	30423615	30430030	1
hs2	84905656	84906671	1
hs3	184314495	184335358	1
hs4	87821398	87846814	1
hs11	72114869	72139892	1
hsX	129738949	129769536	1
hs12	4368227	4379712	1
hs5	150113839	150155872	1
hs21	31659666	31668931	1
hs22	37010859	37020183	1
hs4	73836640	73849064	1
hs4	119317250	119322138	1
hs2	79085023	79088019	1
hs6	31652416	31658210	1
hs22	37952607	38041915	1
hs1	157794403	157820120	1
hs2	97646062	97648383	1
hs17	74609885	74623738	1
hs16	1984193	1987749	1
hs2	102064544	102179874	1
hs10	26438341	26567803	1
hs16	28605196	28614279	1
hs19	51077495	51084245	1
hs2	70447284	70554193	1
hs21	45405165	45513720	1
hs4	70592256	70607288	1
hs2	79157003	79159753	1
hs19	6361531	6370242	1
hs2	55634061	55693863	1
hs7	26667068	26995239	1
hs22	49918167	49927540	1
hs17	34356480	34358610	1
hs1	160608106	160647044	1
hs7	16791811	16833433	1
hs8	70635318	70669185	1
hs11	102942995	102955732	1
hs6	35573585	35728583	1
hs20	38346482	38377013	1
hs1	153606886	153613145	1
hs3	155024124	155183704	1
hs9	33218365	33248567	1
hs6	31718594	31726714	1
hs9	5450503	5470566	1
hs11	117986370	118003037	1
hs5	76716126	76735770	1
hs19	41301587	41353922	1
hs11	99020949	100358885	1
hs3	53846568	53865794	1
hs1	15941869	15976132	1
hs9	84668375	85095751	1
hs17	74694311	74712978	1
hs11	694438	727727	1
hs9	36190856	36304781	1
hs17	43014607	43025123	1
hs8	21908873	21913690	1
hs17	45784280	45835828	1
hs6	137197483	137219449	1
hs5	76403285	76708132	1
hs7	150338317	150341662	1
hs10	44370165	44386493	1
hs6	47231532	47309905	1
hs20	34280268	34311802	1
hs6	31399784	31415315	1
hs5	43376645	43412391	1
hs8	94925972	94949378	1
hs4	6693878	6697170	1
hs15	63321378	63381846	1
hs5	127290796	127465737	1
hs14	92703807	92748679	1
hs17	49223366	49230787	1
hs2	108894471	108989372	1
hs5	140673035	140691537	1
hs19	44643798	44666162	1
hs1	112701127	112707434	1
hs2	105744912	105894274	1
hs1	94529173	94541759	1
hs22	28687743	28742422	1
hs1	108746674	108809523	1
hs17	43847148	43863639	1
hs4	156760454	156971799	1
hs11	73675638	73761137	1
hs2	111898607	112029561	1
hs11	33703010	33736479	1
hs8	38030534	38060365	1
hs7	131500262	131558217	1
hs16	27313668	27364778	1
hs16	69762328	69941741	1
hs1	103617427	103625780	1
hs1	157674321	157700769	1
hs19	10566460	10569059	1
hs6	30876421	30900156	1
hs13	40555667	40666641	1
hs11	1752752	1764573	1
hs12	111405923	111451623	1
hs20	13221274	13300651	1
hs9	38406528	38424454	1
hs11	74696429	74731426	1
hs19	49869033	49878459	1
hs22	17084954	17115693	1
hs19	35154730	35169881	1
hs22	24594811	24629005	1
hs14	94462717	94479689	1
hs8	23190452	23225102	1
hs11	67583742	67586656	1
hs15	88459477	88467390	1
hs19	39125770	39182816	1
hs1	169722640	169764705	1
hs1	158289923	158294774	1
hs18	74534500	74587212	1
hs14	65410592	65744121	1
hs9	135561756	135566955	1
hs4	184627696	184650062	1
hs6	2887270	2903309	1
hsX	66595637	66639298	1
hs4	173168811	173323967	1
hs4	141636583	141733987	1
hs10	116056925	116276803	1
hs9	92412380	92424471	1
hs17	4785285	4786433	1
hs4	15703065	15738313	1
hs7	128241278	128257629	1
hs3	46574534	46582457	1
hs11	102711796	102727050	1
hs1	154405193	154469450	1
hs17	30248203	30292056	1
hs1	85580761	85584589	1
hs14	94487274	94517844	1
hs6	52791371	52803860	1
hs17	34319435	34321402	1
hs3	127689062	128052190	1
hs4	7192538	7742836	1
hsX	153764196	153779346	1
hs16	31131433	31135727	1
hs15	93035271	93089211	1
hs14	105472962	105480162	1
hs17	45148475	45152099	1
hs16	66934444	66945096	1
hs9	127815013	127854658	1
hs19	29698937	29715789	1
hs6	43770184	43786487	1
hs19	4838341	4867694	1
hs7	16859412	16881987	1
hs5	79991311	80083287	1
hs9	92383268	92404696	1
hs15	68296532	68432163	1
hs4	1712858	1745171	1
hs13	28003274	28100592	1
hs2	69644425	69827112	1
hs19	14514769	14560391	1
hs1	203178931	203186704	1
hs16	46955362	46973674	1
hs22	35606764	35637951	1
hs1	15438442	15449242	1
hs21	25639258	25717562	1
hs20	7882985	7940458	1
hs11	46332905	46380554	1
hs5	157085422	157142869	1
hs7	150824627	150861504	1
hs1	154924740	154936719	1
hs11	46677080	46700619	1
hs2	171999943	172082430	1
hs1	161623196	161631963	1
hs10	86958599	86963258	1
hs12	68842197	68971570	1
hs11	20669551	21575686	1
hs13	98445185	98577940	1
hs19	54040825	54063953	1
hs21	33403413	33479348	1
hs1	169588849	169630193	1
hs19	13906201	13930879	1
hs4	15935577	15938740	1
hs1	8861000	8879190	1
hs2	102187006	102240002	1
hs19	10391133	10420121	1
hs11	82822936	82970584	1
hs21	43772511	43776330	1
hs3	74262568	74614659	1
hs12	91140484	91183217	1
hs17	43753738	43758791	1
hs13	108251240	108308484	1
hs3	187217282	187291980	1
hs16	14833721	14896157	1
hs14	38254000	38256093	1
hs6	37630679	37699306	1
hs9	1980290	2193624	1
hs2	118942194	118994660	1
hs7	106248298	106285966	1
hs21	44215382	44241446	1
hs19	40447765	40465764	1
hs17	47117703	47189422	1
hs21	42362282	42366535	1
hs17	80466834	80477843	1
hs1	153543613	153550136	1
hs1	156893698	156916429	1
hs11	117314557	117413266	1
hs18	721588	812546	1
hs14	85530144	85654428	1
hs6	31572054	31574324	1
hs12	52948871	52952906	1
hs8	17246931	17302427	1
hs6	32180968	32184322	1
hs6	159969082	160113507	1
hs4	145481194	145559176	1
hs4	39406930	39451533	1
hs1	180972712	181023121	1
hs1	206928522	206946466	1
hs9	130713016	130887675	1
hs1	160091340	160098943	1
hs1	246566444	246668595	1
hs2	24049701	24063681	1
hs19	46019153	46023053	1
hs1	227918656	227947932	1
hs18	7566782	8406861	1
hs19	41219223	41261766	1
hs15	74890005	74902219	1
hs22	26169462	26383597	1
hs3	51968510	51983409	1
hs8	85220587	85284073	1
hs7	105110704	105399308	1
hs7	45888360	45893660	1
hs1	231363751	231422287	1
hs7	130266863	130289798	1
hs19	5158495	5340812	1
hs3	49468713	49535618	1
hs6	31494881	31511124	1
hs2	238060924	238099413	1
hs20	44584896	44652252	1
hs8	22367278	22434129	1
hs1	37713880	37765133	1
hs1	23845077	23868290	1
hs19	43353686	43363172	1
hs1	159800511	159816257	1
hs8	85373436	85449040	1
hsX	49113407	49123735	1
hs7	135926760	135977359	1
hs9	133414358	133459402	1
hs17	35996440	36001553	1
hs6	158765741	158819368	1
hs19	50958631	50969673	1
hs12	65050626	65121305	1
hs16	55509072	55586666	1
hs11	14966668	14972351	1
hs21	20998409	21543329	1
hs3	17157162	18444817	1
hs1	17308195	17364004	1
hs1	243488233	243851079	1
hs5	38845858	38945596	1
hs6	32041153	32115334	1
hs2	162170684	162245151	1
hs20	23875934	23879748	1
hs10	79555852	79560407	1
hs19	54094668	54102692	1
hs17	36088256	36090169	1
hs19	54874235	54891420	1
hs4	122826708	122898236	1
hs4	1166932	1208962	1
hs9	93121496	93134251	1
hs16	55802851	55833337	1
hs2	88122982	88128062	1
hs9	6215786	6257983	1
hs6	46704201	46735693	1
hs11	112143253	112164096	1
hs12	52514575	52520530	1
hs20	46118271	46129863	1
hs11	113687547	113706373	1
hs12	122207663	122227456	1
hs8	81656914	81686331	1
hs4	73740519	73743716	1
hs11	13962723	14268133	1
hs8	78675743	78805523	1
hs7	33014130	33062796	1
hs5	5140330	5320304	1
hs4	4267701	4290154	1
hs4	87975667	87983532	1
hs11	130448645	130476645	1
hs8	85463968	85481493	1
hs12	4307763	4360028	1
hs3	51385291	51389397	1
hs14	20891385	20892348	1
hs20	1442162	1473842	1
hs1	45510914	45542732	1
hs8	133191039	133231690	1
hs1	1751232	1780457	1
hs1	152032506	152047907	1
hs6	127118671	127199481	1
hs12	120322115	120327779	1
hs16	31180138	31191605	1
